PlayResult,ExitSpeed,Angle,Direction,BatterTeam,Batter,KorBB,Hit
Undefined,,,,CAL_MUS,"Knowles, Dylan",Strikeout,0
Single,100.92598,-17.059888,-4.124087,CAL_MUS,"Fenn, Ryan",Undefined,1
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
FieldersChoice,104.3815,-6.799068,-14.952321,CAL_MUS,"Thomas, Braxton",Undefined,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Single,87.45504,-19.836129,-34.035682,CAL_MUS,"Collins, Jack",Undefined,1
Out,75.69113,-44.275115,-44.087399,CAL_MUS,"Castellon, Nate",Undefined,0
Out,100.07463,18.224636,16.344725,CAL_MUS,"King, Wyatt",Undefined,0
HomeRun,102.76254,22.248092,-17.796465,CAL_MUS,"Daudet, Zach",Undefined,1
Out,75.964,49.944548,2.07003,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,64.75197,-48.417201,-49.777634,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,50.21835,-16.88769,-6.249093,CAL_MUS,"Thomas, Braxton",Undefined,0
Out,75.95431,-44.663575,-55.884083,CAL_MUS,"Murray, Casey",Undefined,0
Out,81.81211,76.294941,-44.622404,CAL_MUS,"Collins, Jack",Undefined,0
Out,72.27132,80.566135,56.821878,CAL_MUS,"King, Wyatt",Undefined,0
Out,91.25713,44.882813,14.085794,CAL_MUS,"Daudet, Zach",Undefined,0
Out,99.26661,7.739421,-20.487128,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,71.86363,6.628402,-22.27311,CAL_MUS,"Garza, Alejandro",Undefined,0
Single,102.18476,-6.784434,-27.730829,CAL_MUS,"Murray, Casey",Undefined,1
Out,67.62806,56.757177,-10.392284,CAL_MUS,"Castellon, Nate",Undefined,0
Undefined,,,,CAL_MUS,"King, Wyatt",Strikeout,0
Single,80.86924,10.542959,-0.206061,CAL_MUS,"Daudet, Zach",Undefined,1
Out,56.94088,54.320281,-15.101338,CAL_MUS,"Downing, Jake",Undefined,0
Double,80.59248,45.25969,29.724099,CAL_MUS,"Garza, Alejandro",Undefined,1
Undefined,,,,CAL_MUS,"Knowles, Dylan",Strikeout,0
Out,96.51399,61.258995,19.681959,CAL_MUS,"Hoiland, Cameron",Undefined,0
Double,98.78538,21.186338,-23.188503,CAL_MUS,"Higuchi, Mackenzee",Undefined,1
Undefined,,,,CAL_MUS,"Castellon, Nate",Strikeout,0
Out,74.716,27.556587,10.887621,CAL_MUS,"McDonald, Henry",Undefined,0
Undefined,,,,CAL_MUS,"Downing, Jake",Strikeout,0
Out,82.17992,-13.173414,-23.23805,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,82.17888,-40.924457,14.763564,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Undefined,,,,CAL_MUS,"Thomas, Braxton",Strikeout,0
Out,94.30305,42.802157,8.171617,CAL_MUS,"Murray, Casey",Undefined,0
Out,102.26991,35.628747,-12.359509,CAL_MUS,"Collins, Jack",Undefined,0
Out,65.67789,-83.462112,-76.361378,CAL_MUS,"Castellon, Nate",Undefined,0
Out,,,,CAL_MUS,"Daudet, Zach",Undefined,0
Out,95.53241,5.896278,-12.029419,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,97.5856,20.897152,-26.861669,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Out,52.75876,64.248278,-11.844233,CAL_MUS,"Thomas, Braxton",Undefined,0
Single,56.39957,-70.275292,-97.107348,CAL_MUS,"Collins, Jack",Undefined,1
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
Out,86.2257,28.967083,-0.392368,CAL_MUS,"Castellon, Nate",Undefined,0
Out,77.41602,-46.081376,-29.131619,CAL_MUS,"Daudet, Zach",Undefined,0
Out,91.70395,27.958952,10.361126,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,100.09908,-2.494745,-20.586759,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,60.37067,69.191703,28.916323,CAL_MUS,"King, Wyatt",Undefined,0
Single,89.95311,-34.341742,1.294226,CAL_MUS,"Murray, Casey",Undefined,1
Out,81.19012,59.75634,7.033597,CAL_MUS,"Collins, Jack",Undefined,0
Undefined,,,,CAL_MUS,"Castellon, Nate",Strikeout,0
Out,73.9819,48.506563,-2.293045,CAL_MUS,"Daudet, Zach",Undefined,0
Out,69.51238,-19.8869,-34.252376,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,95.27837,-38.33609,16.855404,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"King, Wyatt",Strikeout,0
Undefined,,,,CAL_MUS,"Knowles, Dylan",Strikeout,0
Single,99.92531,4.859605,-5.184536,CAL_MUS,"Daudet, Zach",Undefined,1
Undefined,,,,CAL_MUS,"Fenn, Ryan",Strikeout,0
Double,98.6575,17.829966,7.327535,CAL_MUS,"Garza, Alejandro",Undefined,1
Out,76.10135,29.733602,-9.111018,CAL_MUS,"Hoiland, Cameron",Undefined,0
Undefined,,,,CAL_MUS,"Castellon, Nate",Strikeout,0
Out,92.26663,57.666735,-5.841899,CAL_MUS,"Murray, Casey",Undefined,0
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
FieldersChoice,96.19011,7.072788,-15.177183,CAL_MUS,"Daudet, Zach",Undefined,0
Single,102.9963,0.765912,-2.419382,CAL_MUS,"Fenn, Ryan",Undefined,1
Out,80.08563,48.523559,-7.036853,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
Out,84.87531,74.995852,-6.603514,CAL_MUS,"Castellon, Nate",Undefined,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Out,81.61549,2.305699,35.115774,CAL_MUS,"Kordic, Dylan",Undefined,0
Out,103.85765,1.093387,39.779557,CAL_MUS,"Vachini, Dante",Undefined,0
Undefined,,,,CAL_MUS,"Daudet, Zach",Strikeout,0
Out,97.80187,-17.370033,-13.641936,CAL_MUS,"Fenn, Ryan",Undefined,0
Single,102.82904,3.880487,-30.829749,CAL_MUS,"Garza, Alejandro",Undefined,1
Out,94.20343,41.00142,-15.213559,CAL_MUS,"Collins, Jack",Undefined,0
Single,28.43561,12.103336,-32.011631,CAL_MUS,"Hoiland, Cameron",Undefined,1
HomeRun,97.53446,35.602609,-22.637002,CAL_MUS,"Castellon, Nate",Undefined,1
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
HomeRun,101.92682,23.346445,-7.833813,CAL_MUS,"Daudet, Zach",Undefined,1
Out,95.30417,24.401368,13.7269,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,96.08285,29.025586,3.787281,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Out,42.98733,-42.165859,-37.033058,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,67.90826,58.293207,-23.881204,CAL_MUS,"Castellon, Nate",Undefined,0
Out,98.68115,-9.864629,-13.434509,CAL_MUS,"Murray, Casey",Undefined,0
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Out,91.12529,40.878076,-13.710883,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,63.30969,-25.724039,-30.981557,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,88.35607,37.621831,-3.919354,CAL_MUS,"Murray, Casey",Undefined,0
Out,78.74235,-2.2468,-21.435918,CAL_MUS,"Collins, Jack",Undefined,0
Out,93.02816,2.134515,36.117319,CAL_MUS,"Thomas, Braxton",Undefined,0
Undefined,,,,CAL_MUS,"King, Wyatt",Strikeout,0
Out,92.61413,37.509557,4.620366,CAL_MUS,"Castellon, Nate",Undefined,0
Out,89.10386,42.521754,-0.932889,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,63.88668,57.777304,42.33469,CAL_MUS,"Murray, Casey",Undefined,0
Single,103.06147,7.939664,-23.62897,CAL_MUS,"Collins, Jack",Undefined,1
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Single,103.22131,6.286517,8.781683,CAL_MUS,"Thomas, Braxton",Undefined,1
Out,71.35052,86.124158,90.957522,CAL_MUS,"King, Wyatt",Undefined,0
Out,88.27806,30.854471,17.569426,CAL_MUS,"Castellon, Nate",Undefined,0
Undefined,,,,CAL_MUS,"Daudet, Zach",Strikeout,0
Double,97.60937,21.617996,-14.887875,CAL_MUS,"Fenn, Ryan",Undefined,1
Single,85.4536,-24.96501,-2.075896,CAL_MUS,"Garza, Alejandro",Undefined,1
Single,97.94534,17.749146,-24.428076,CAL_MUS,"Murray, Casey",Undefined,1
Error,66.54996,-9.315202,-21.359985,CAL_MUS,"Collins, Jack",Undefined,0
Triple,97.41291,13.422557,31.295181,CAL_MUS,"Kordic, Dylan",Undefined,1
Out,85.60151,-20.785455,14.30958,CAL_MUS,"Thomas, Braxton",Undefined,0
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
Single,94.88521,-27.084915,-8.017369,CAL_MUS,"Castellon, Nate",Undefined,1
Single,103.28605,6.490242,-24.217437,CAL_MUS,"Fenn, Ryan",Undefined,1
Single,87.42999,-12.025449,25.30446,CAL_MUS,"Garza, Alejandro",Undefined,1
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Single,71.1073,-10.089483,-5.041915,CAL_MUS,"Collins, Jack",Undefined,1
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Out,92.22633,23.888992,-23.289582,CAL_MUS,"Thomas, Braxton",Undefined,0
Single,75.09907,4.015377,-4.910807,CAL_MUS,"Vachini, Dante",Undefined,1
Out,73.6111,52.961544,-23.308089,CAL_MUS,"Castellon, Nate",Undefined,0
Single,79.39338,-14.747448,-38.305044,CAL_MUS,"Daudet, Zach",Undefined,1
FieldersChoice,91.60504,-20.593747,-31.872256,CAL_MUS,"Fenn, Ryan",Undefined,0
Single,71.69112,5.440441,-5.734301,CAL_MUS,"Garza, Alejandro",Undefined,1
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Out,98.06548,17.752264,-13.547039,CAL_MUS,"Kordic, Dylan",Undefined,0
Error,100.84283,7.189378,-3.49293,CAL_MUS,"Thomas, Braxton",Undefined,0
Out,60.41328,74.592796,14.877489,CAL_MUS,"Vachini, Dante",Undefined,0
Out,97.27877,2.736221,7.986689,CAL_MUS,"Castellon, Nate",Undefined,0
Out,58.4958,15.517738,14.366349,CAL_MUS,"Daudet, Zach",Undefined,0
Out,91.33509,47.478869,-19.738716,CAL_MUS,"Fenn, Ryan",Undefined,0
Single,,,,CAL_MUS,"Vachini, Dante",Undefined,1
Out,38.55172,32.942302,19.372043,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,79.36339,39.418244,5.213759,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Error,89.81452,-26.891503,-28.067034,CAL_MUS,"Murray, Casey",Undefined,0
Out,87.47704,26.519749,4.376522,CAL_MUS,"Thomas, Braxton",Undefined,0
Out,81.21253,49.442784,14.575933,CAL_MUS,"Castellon, Nate",Undefined,0
Out,59.44808,84.676174,54.606819,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,92.29853,42.897128,-10.471439,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,89.00903,50.101174,-13.230567,CAL_MUS,"Collins, Jack",Undefined,0
Out,99.33032,36.197817,2.735334,CAL_MUS,"Kordic, Dylan",Undefined,0
Out,83.33237,75.049076,35.587621,CAL_MUS,"Murray, Casey",Undefined,0
Out,89.12556,26.40523,-13.313403,CAL_MUS,"Thomas, Braxton",Undefined,0
Single,95.76345,14.121254,-5.516351,CAL_MUS,"Castellon, Nate",Undefined,1
Single,64.52455,35.568834,18.45198,CAL_MUS,"Daudet, Zach",Undefined,1
Out,91.64279,34.523854,-3.16791,CAL_MUS,"Vachini, Dante",Undefined,0
Single,91.56907,13.827976,6.261911,CAL_MUS,"Fenn, Ryan",Undefined,1
FieldersChoice,27.20614,7.607727,1.916374,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Out,89.76287,-5.626451,-26.734012,CAL_MUS,"Kordic, Dylan",Undefined,0
Single,97.48646,-2.401336,-29.866654,CAL_MUS,"Murray, Casey",Undefined,1
Out,100.96088,-2.249468,16.02802,CAL_MUS,"Thomas, Braxton",Undefined,0
Out,77.50511,38.911977,-23.479153,CAL_MUS,"Daudet, Zach",Undefined,0
Single,99.28563,8.660848,13.897676,CAL_MUS,"Vachini, Dante",Undefined,1
Error,89.73918,-18.596802,26.74341,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,31.12427,-28.15097,-0.768198,CAL_MUS,"Garza, Alejandro",Undefined,0
Single,92.95088,0.248595,-29.695713,CAL_MUS,"Collins, Jack",Undefined,1
Out,107.7738,14.606928,22.650537,CAL_MUS,"Kordic, Dylan",Undefined,0
Out,88.27519,24.84204,-15.453078,CAL_MUS,"Murray, Casey",Undefined,0
Out,88.38519,24.334429,6.447839,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,84.41485,-14.768824,-9.442566,CAL_MUS,"Castellon, Nate",Undefined,0
Out,84.75833,-31.04115,56.595791,CAL_MUS,"Vachini, Dante",Undefined,0
Out,65.88866,-41.293445,41.174803,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
Out,103.36716,3.786373,-12.701404,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,79.73534,-45.994497,-44.441745,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Out,91.92166,58.223004,25.130975,CAL_MUS,"Kordic, Dylan",Undefined,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Undefined,,,,CAL_MUS,"Thomas, Braxton",Strikeout,0
Single,94.75926,18.522518,4.455382,CAL_MUS,"Castellon, Nate",Undefined,1
FieldersChoice,109.901,-31.042146,41.034542,CAL_MUS,"Vachini, Dante",Undefined,0
Out,74.87614,50.776412,-35.205653,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,89.52538,18.070998,13.937541,CAL_MUS,"Garza, Alejandro",Undefined,0
Single,97.335,3.547453,-19.147817,CAL_MUS,"Collins, Jack",Undefined,1
Out,,,,CAL_MUS,"Kordic, Dylan",Undefined,0
Out,95.787,37.143144,25.557047,CAL_MUS,"Murray, Casey",Undefined,0
Out,99.42273,2.191487,22.954578,CAL_MUS,"Thomas, Braxton",Undefined,0
Out,90.08857,28.36547,5.864083,CAL_MUS,"Castellon, Nate",Undefined,0
Out,77.49934,46.419681,11.763983,CAL_MUS,"Daudet, Zach",Undefined,0
Out,100.41093,-27.497398,-25.70764,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,70.75289,-11.711136,2.209188,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,88.93104,56.130134,12.199546,CAL_MUS,"Collins, Jack",Undefined,0
Out,78.00686,-45.133861,-60.117888,CAL_MUS,"Murray, Casey",Undefined,0
Single,89.56479,-30.255826,-42.001129,CAL_MUS,"Castellon, Nate",Undefined,1
Undefined,,,,CAL_MUS,"Daudet, Zach",Strikeout,0
Out,81.12333,-22.567869,-5.801297,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,73.00613,47.562732,-10.376142,CAL_MUS,"Collins, Jack",Undefined,0
Out,102.20763,-19.140493,-15.124736,CAL_MUS,"Kordic, Dylan",Undefined,0
Double,99.78981,24.405393,19.402557,CAL_MUS,"Murray, Casey",Undefined,1
Out,99.66078,-26.419593,0.309817,CAL_MUS,"Knowles, Dylan",Undefined,0
Single,80.36924,15.053977,-4.796403,CAL_MUS,"Castellon, Nate",Undefined,1
Undefined,,,,CAL_MUS,"Daudet, Zach",Strikeout,0
Out,91.58978,-39.879131,-14.73188,CAL_MUS,"Vachini, Dante",Undefined,0
Error,90.42082,-30.718658,27.153682,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,92.65859,31.157257,-2.770675,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
Out,94.25113,27.912013,2.851977,CAL_MUS,"Castellon, Nate",Undefined,0
Out,76.88703,41.435161,16.279504,CAL_MUS,"Fenn, Ryan",Undefined,0
Undefined,,,,CAL_MUS,"Collins, Jack",Strikeout,0
Undefined,,,,CAL_MUS,"Murray, Casey",Strikeout,0
Out,73.26363,-8.635942,29.458869,CAL_MUS,"Kordic, Dylan",Undefined,0
Undefined,,,,CAL_MUS,"McDonald, Henry",Strikeout,0
Out,81.79329,-35.466333,-47.215336,CAL_MUS,"Garza, Alejandro",Undefined,0
Single,105.84691,9.317431,-26.468679,CAL_MUS,"Daudet, Zach",Undefined,1
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
Out,96.70812,23.600147,-6.192429,CAL_MUS,"Castellon, Nate",Undefined,0
Out,88.92005,1.455209,-13.160741,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,97.8611,10.520607,-35.469541,CAL_MUS,"Collins, Jack",Undefined,0
Single,107.30861,11.716645,-26.352326,CAL_MUS,"Murray, Casey",Undefined,1
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Undefined,,,,CAL_MUS,"McDonald, Henry",Strikeout,0
Out,101.14161,-17.072147,3.295436,CAL_MUS,"Garza, Alejandro",Undefined,0
Single,,,,CAL_MUS,"Vachini, Dante",Undefined,1
Undefined,,,,CAL_MUS,"Fenn, Ryan",Strikeout,0
Out,83.86849,-35.13336,-43.02604,CAL_MUS,"Collins, Jack",Undefined,0
Single,101.26177,5.932978,-23.649329,CAL_MUS,"Murray, Casey",Undefined,1
FieldersChoice,30.20891,13.59827,-2.776862,CAL_MUS,"King, Wyatt",Undefined,0
Out,104.29285,-2.861978,15.80295,CAL_MUS,"Thomas, Braxton",Undefined,0
Error,91.22909,-11.540097,-32.706518,CAL_MUS,"Garza, Alejandro",Undefined,0
Undefined,,,,CAL_MUS,"Daudet, Zach",Strikeout,0
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
Out,92.22715,30.496572,-2.365696,CAL_MUS,"Castellon, Nate",Undefined,0
Single,86.4219,13.914309,2.051635,CAL_MUS,"Fenn, Ryan",Undefined,1
HomeRun,101.64174,37.694566,-27.144592,CAL_MUS,"Collins, Jack",Undefined,1
Error,79.34021,-22.627399,-31.263756,CAL_MUS,"Murray, Casey",Undefined,0
FieldersChoice,85.69531,-1.231353,-22.559278,CAL_MUS,"Thomas, Braxton",Undefined,0
Out,74.55305,21.915,12.610267,CAL_MUS,"Garza, Alejandro",Undefined,0
Double,100.11115,12.071799,6.761125,CAL_MUS,"Daudet, Zach",Undefined,1
Undefined,,,,CAL_MUS,"Fenn, Ryan",Strikeout,0
Out,61.67348,-37.423007,-33.306873,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,,,,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,82.51104,37.792794,-15.290236,CAL_MUS,"Castellon, Nate",Undefined,0
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Out,83.72317,31.193055,-9.099093,CAL_MUS,"Murray, Casey",Undefined,0
Out,97.90159,-3.921122,35.80082,CAL_MUS,"Vachini, Dante",Undefined,0
Out,87.60921,34.231855,24.635554,CAL_MUS,"Daudet, Zach",Undefined,0
Single,101.79177,-9.621721,7.787919,CAL_MUS,"Fenn, Ryan",Undefined,1
Single,90.2433,16.318289,-17.390463,CAL_MUS,"Garza, Alejandro",Undefined,1
Out,99.30393,-3.550392,-23.75818,CAL_MUS,"Hoiland, Cameron",Undefined,0
Single,97.0862,1.734151,-26.146455,CAL_MUS,"Castellon, Nate",Undefined,1
Out,104.24651,22.528678,-14.455942,CAL_MUS,"Murray, Casey",Undefined,0
Out,98.56082,37.447948,0.212301,CAL_MUS,"Vachini, Dante",Undefined,0
Out,98.58919,-7.701421,-33.774087,CAL_MUS,"Daudet, Zach",Undefined,0
Out,46.5137,24.687776,0.827304,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,87.39119,0.880979,-18.986873,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,90.85625,58.73668,2.03778,CAL_MUS,"Collins, Jack",Undefined,0
Out,93.09205,25.490363,5.686937,CAL_MUS,"Hoiland, Cameron",Undefined,0
Single,85.48897,11.049486,14.183106,CAL_MUS,"Castellon, Nate",Undefined,1
Out,69.89245,14.878278,-18.832518,CAL_MUS,"Murray, Casey",Undefined,0
Undefined,,,,CAL_MUS,"Vachini, Dante",Strikeout,0
Out,84.92425,71.839314,-9.084922,CAL_MUS,"Daudet, Zach",Undefined,0
Out,97.30636,22.53558,-18.7997,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,91.67036,-19.328689,-18.555805,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,98.93609,2.435153,-30.333157,CAL_MUS,"Collins, Jack",Undefined,0
Undefined,,,,CAL_MUS,"Hoiland, Cameron",Strikeout,0
Single,89.37364,14.364558,19.924087,CAL_MUS,"Castellon, Nate",Undefined,1
Out,83.20828,-26.710933,35.304967,CAL_MUS,"Kordic, Dylan",Undefined,0
Single,96.47244,3.552155,17.512459,CAL_MUS,"Murray, Casey",Undefined,1
Out,86.81604,26.221212,24.058485,CAL_MUS,"Daudet, Zach",Undefined,0
Triple,96.59931,20.334282,5.376464,CAL_MUS,"Fenn, Ryan",Undefined,1
Single,98.15306,8.253266,20.297656,CAL_MUS,"Garza, Alejandro",Undefined,1
Out,100.51298,42.844644,-26.611898,CAL_MUS,"Collins, Jack",Undefined,0
Out,73.90781,-18.547617,-45.239549,CAL_MUS,"Fenn, Ryan",Undefined,0
Single,97.18302,12.63293,-2.078578,CAL_MUS,"Garza, Alejandro",Undefined,1
Single,91.20383,0.616052,21.9257,CAL_MUS,"Castellon, Nate",Undefined,1
FieldersChoice,101.91245,-3.417534,2.713564,CAL_MUS,"Murray, Casey",Undefined,0
Out,106.05341,7.825956,-4.480035,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,108.73673,4.355411,15.805501,CAL_MUS,"Kordic, Dylan",Undefined,0
Undefined,,,,CAL_MUS,"King, Wyatt",Strikeout,0
Out,100.73568,9.339654,-17.252911,CAL_MUS,"Daudet, Zach",Undefined,0
Double,71.70537,-22.157021,-81.279652,CAL_MUS,"Garza, Alejandro",Undefined,1
Error,82.53169,-23.330318,-29.356514,CAL_MUS,"Collins, Jack",Undefined,0
Single,86.72381,9.617227,15.371013,CAL_MUS,"Castellon, Nate",Undefined,1
Single,105.56301,1.635035,-13.515795,CAL_MUS,"Murray, Casey",Undefined,1
Single,107.30643,2.943811,26.627334,CAL_MUS,"Hoiland, Cameron",Undefined,1
Double,109.98976,17.171259,30.436864,CAL_MUS,"Kordic, Dylan",Undefined,1
FieldersChoice,29.86959,-18.11665,15.603615,CAL_MUS,"King, Wyatt",Undefined,0
Out,97.79564,33.477492,-6.037851,CAL_MUS,"Daudet, Zach",Undefined,0
Out,99.82923,26.885315,-2.4047,CAL_MUS,"Fenn, Ryan",Undefined,0
Out,96.59223,25.024126,13.107926,CAL_MUS,"Garza, Alejandro",Undefined,0
Single,99.4114,9.674686,-3.093913,CAL_MUS,"Collins, Jack",Undefined,1
Single,73.24992,-68.098321,-112.110626,CAL_MUS,"Castellon, Nate",Undefined,1
Out,71.82873,37.141554,19.397198,CAL_MUS,"Murray, Casey",Undefined,0
Single,76.37622,17.750877,-3.089911,CAL_MUS,"Hoiland, Cameron",Undefined,1
Out,90.31214,-2.91683,6.897834,CAL_MUS,"Kordic, Dylan",Undefined,0
Out,82.40684,9.9324,-36.341942,CAL_MUS,"King, Wyatt",Undefined,0
Double,100.98165,2.014145,-40.526644,CAL_MUS,"Fenn, Ryan",Undefined,1
Out,74.48296,-4.748518,-24.583442,CAL_MUS,"Garza, Alejandro",Undefined,0
Out,77.6456,-6.118685,-26.373737,CAL_MUS,"Collins, Jack",Undefined,0
Single,93.77794,12.739875,-2.780163,CAL_MUS,"Castellon, Nate",Undefined,1
Single,81.29929,18.725916,4.567712,CAL_MUS,"Murray, Casey",Undefined,1
Single,98.84917,-9.723928,28.563183,CAL_MUS,"Hoiland, Cameron",Undefined,1
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Undefined,,,,CAL_MUS,"King, Wyatt",Strikeout,0
Out,51.61004,27.077179,-2.814505,CAL_MUS,"Daudet, Zach",Undefined,0
Out,80.76101,48.512521,27.472165,CAL_MUS,"Fenn, Ryan",Undefined,0
Single,99.27946,9.794812,4.474304,CAL_MUS,"Garza, Alejandro",Undefined,1
Out,86.45029,68.290194,-48.559163,CAL_MUS,"Collins, Jack",Undefined,0
Out,81.89124,36.644999,-1.121817,CAL_MUS,"Castellon, Nate",Undefined,0
Single,106.14121,6.338629,-18.230401,CAL_MUS,"Murray, Casey",Undefined,1
Out,62.35175,-58.61305,48.235216,CAL_MUS,"Hoiland, Cameron",Undefined,0
Out,81.33121,7.528767,-5.617371,CAL_MUS,"Knowles, Dylan",Undefined,0
Single,96.18558,7.840496,-30.204604,CAL_MUS,"Daudet, Zach",Undefined,1
Out,99.88942,7.381324,-20.579347,CAL_MUS,"Fenn, Ryan",Undefined,0
Double,94.64498,16.054325,-37.059202,CAL_MUS,"Garza, Alejandro",Undefined,1
Triple,94.12391,20.871774,-6.59813,CAL_MUS,"Castellon, Nate",Undefined,1
Out,79.15827,75.919317,29.738342,CAL_MUS,"Murray, Casey",Undefined,0
Out,66.33291,-70.915544,-101.527804,CAL_MUS,"Hoiland, Cameron",Undefined,0
Undefined,,,,CAL_MUS,"Kordic, Dylan",Strikeout,0
Double,63.8493,18.124272,-34.197505,CAL_MUS,"Vachini, Dante",Undefined,1
Out,97.09006,27.513155,-16.805332,CAL_MUS,"Daudet, Zach",Undefined,0
Single,99.83237,-2.655484,23.873342,CAL_MUS,"Fenn, Ryan",Undefined,1
Out,95.57031,20.056092,-28.240316,CAL_MUS,"Garza, Alejandro",Undefined,0
FieldersChoice,80.04006,63.55973,0.150317,CAL_MUS,"Collins, Jack",Undefined,0
Out,85.91508,50.077185,-30.316343,CAL_MUS,"Castellon, Nate",Undefined,0
Single,85.36217,13.694718,-6.422275,CAL_MUS,"Murray, Casey",Undefined,1
Single,86.93923,-25.477356,42.074302,CAL_MUS,"Vachini, Dante",Undefined,1
Single,98.11441,-0.003754,22.428401,CAL_MUS,"Fenn, Ryan",Undefined,1
Single,99.8294,15.058089,-27.863223,CAL_MUS,"Collins, Jack",Undefined,1
FieldersChoice,80.4578,-29.733949,-15.147577,CAL_MUS,"Castellon, Nate",Undefined,0
Out,91.8092,23.522661,14.131243,CAL_MUS,"Murray, Casey",Undefined,0
Double,104.89151,16.340371,28.701472,CAL_MUS,"Hoiland, Cameron",Undefined,1
Double,83.90068,-11.4976,48.330417,CAL_MUS,"Kordic, Dylan",Undefined,1
Single,61.6229,-33.130266,29.706837,CAL_MUS,"Vachini, Dante",Undefined,1
Out,62.51099,-28.51965,59.47525,CAL_MUS,"Daudet, Zach",Undefined,0
Single,96.26192,12.659116,19.128717,CAL_MUS,"Fenn, Ryan",Undefined,1
